"","id","choice","alt","disp","feat","price","chid"
"17.hunts32",2,FALSE,"hunts32",0,0,3.4000002,17
"18.heinz28",2,TRUE,"heinz28",0,0,4.1999999,18
"18.heinz32",2,FALSE,"heinz32",0,0,3.0999999,18
"18.heinz41",2,FALSE,"heinz41",0,1,4.6,18
"18.hunts32",2,FALSE,"hunts32",0,0,3.5,18
"19.heinz28",2,TRUE,"heinz28",0,0,5.0000001,19
"19.heinz32",2,FALSE,"heinz32",0,0,3.4000002,19
"19.heinz41",2,FALSE,"heinz41",0,0,5.0000001,19
"19.hunts32",2,FALSE,"hunts32",0,0,3.0999999,19
"20.heinz28",2,TRUE,"heinz28",0,0,4.3000001,20
"20.heinz32",2,FALSE,"heinz32",0,0,3.7,20
"20.heinz41",2,FALSE,"heinz41",0,0,4.4,20
"20.hunts32",2,FALSE,"hunts32",0,0,3.4000002,20
"21.heinz28",2,TRUE,"heinz28",0,0,3.9000001,21
"21.heinz32",2,FALSE,"heinz32",0,0,3.7,21
"21.heinz41",2,FALSE,"heinz41",0,0,5.0000001,21
"21.hunts32",2,FALSE,"hunts32",0,0,3.7,21
"22.heinz28",3,FALSE,"heinz28",0,0,5.2000001,22
"22.heinz32",3,TRUE,"heinz32",0,0,2.8000001,22
"22.heinz41",3,FALSE,"heinz41",0,0,4.6,22
"22.hunts32",3,FALSE,"hunts32",0,0,3.5999998,22
"23.heinz28",3,FALSE,"heinz28",0,0,5.2000001,23
"23.heinz32",3,TRUE,"heinz32",0,0,3.7,23
"23.heinz41",3,FALSE,"heinz41",0,0,4.6,23
"23.hunts32",3,FALSE,"hunts32",0,0,3.4000002,23
"24.heinz28",3,FALSE,"heinz28",0,0,5.2000001,24
"24.heinz32",3,TRUE,"heinz32",0,0,2.8000001,24
"24.heinz41",3,FALSE,"heinz41",0,0,4.6,24
"24.hunts32",3,FALSE,"hunts32",0,0,3.7,24
"25.heinz28",3,FALSE,"heinz28",0,0,4.6999998,25
"25.heinz32",3,TRUE,"heinz32",0,0,3.7,25
"25.heinz41",3,FALSE,"heinz41",0,0,4.6,25
"25.hunts32",3,FALSE,"hunts32",0,0,3.5,25
"26.heinz28",3,TRUE,"heinz28",1,0,3.9000001,26
"26.heinz32",3,FALSE,"heinz32",0,0,3.7,26
"26.heinz41",3,FALSE,"heinz41",0,0,5.0000001,26
"26.hunts32",3,FALSE,"hunts32",0,0,3.4000002,26
"27.heinz28",3,FALSE,"heinz28",0,0,4.1000001,27
"27.heinz32",3,TRUE,"heinz32",1,0,3.0999999,27
"27.heinz41",3,FALSE,"heinz41",0,0,5.0000001,27
"27.hunts32",3,FALSE,"hunts32",0,0,3.4000002,27
"28.heinz28",3,FALSE,"heinz28",0,0,3.5,28
"28.heinz32",3,TRUE,"heinz32",0,0,2.9999999,28
"28.heinz41",3,FALSE,"heinz41",0,1,3.2000002,28
"28.hunts32",3,FALSE,"hunts32",0,0,2.8000001,28
"29.heinz28",3,FALSE,"heinz28",0,0,4.6999998,29
"29.heinz32",3,TRUE,"heinz32",0,0,2.9999999,29
"29.heinz41",3,FALSE,"heinz41",0,0,5.0000001,29
"29.hunts32",3,FALSE,"hunts32",0,0,2.9999999,29
"30.heinz28",3,TRUE,"heinz28",0,1,3.9000001,30
"30.heinz32",3,FALSE,"heinz32",0,0,2.9999999,30
"30.heinz41",3,FALSE,"heinz41",0,0,5.0000001,30
"30.hunts32",3,FALSE,"hunts32",0,0,2.9999999,30
"31.heinz28",3,FALSE,"heinz28",0,0,4.4,31
"31.heinz32",3,TRUE,"heinz32",0,0,3.4000002,31
"31.heinz41",3,FALSE,"heinz41",0,0,4.1999999,31
"31.hunts32",3,FALSE,"hunts32",0,0,2.9999999,31
"32.heinz28",3,FALSE,"heinz28",0,0,4.6999998,32
"32.heinz32",3,TRUE,"heinz32",1,0,3.0999999,32
"32.heinz41",3,FALSE,"heinz41",0,0,5.0000001,32
"32.hunts32",3,FALSE,"hunts32",0,0,3.0999999,32
"33.heinz28",3,FALSE,"heinz28",0,0,4.6999998,33
"33.heinz32",3,TRUE,"heinz32",1,0,3.0999999,33
"33.heinz41",3,FALSE,"heinz41",0,0,5.0000001,33
"33.hunts32",3,FALSE,"hunts32",0,0,3.0999999,33
"34.heinz28",3,FALSE,"heinz28",0,0,4.6999998,34
"34.heinz32",3,TRUE,"heinz32",0,0,3.4000002,34
"34.heinz41",3,FALSE,"heinz41",0,0,5.0000001,34
"34.hunts32",3,FALSE,"hunts32",0,0,3.0999999,34
"35.heinz28",3,FALSE,"heinz28",0,0,5.0000001,35
"35.heinz32",3,TRUE,"heinz32",0,0,3.4000002,35
"35.heinz41",3,FALSE,"heinz41",0,0,5.0000001,35
"35.hunts32",3,FALSE,"hunts32",0,0,2.8999999,35
"36.heinz28",3,FALSE,"heinz28",0,0,5.0000001,36
"36.heinz32",3,TRUE,"heinz32",0,0,3.4000002,36
"36.heinz41",3,FALSE,"heinz41",0,0,5.0000001,36
"36.hunts32",3,FALSE,"hunts32",0,0,3.4000002,36
"37.heinz28",3,FALSE,"heinz28",0,0,5.0000001,37
"37.heinz32",3,TRUE,"heinz32",0,0,3.7,37
"37.heinz41",3,FALSE,"heinz41",0,0,5.0000001,37
"37.hunts32",3,FALSE,"hunts32",0,0,3.4000002,37
"38.heinz28",3,FALSE,"heinz28",0,0,5.0000001,38
"38.heinz32",3,TRUE,"heinz32",1,0,3.0999999,38
"38.heinz41",3,FALSE,"heinz41",0,0,5.0000001,38
"38.hunts32",3,FALSE,"hunts32",0,0,3.4000002,38
"39.heinz28",3,FALSE,"heinz28",0,0,5.0000001,39
"39.heinz32",3,TRUE,"heinz32",0,0,3.7,39
"39.heinz41",3,FALSE,"heinz41",0,0,5.0000001,39
"39.hunts32",3,FALSE,"hunts32",0,0,3.4000002,39
"40.heinz28",3,FALSE,"heinz28",0,0,5.5,40
"40.heinz32",3,TRUE,"heinz32",0,0,3.7,40
"40.heinz41",3,FALSE,"heinz41",0,0,4.4,40
"40.hunts32",3,FALSE,"hunts32",0,0,3.4000002,40
"41.heinz28",3,TRUE,"heinz28",0,0,3.5999998,41
"41.heinz32",3,FALSE,"heinz32",0,0,3.7,41
"41.heinz41",3,FALSE,"heinz41",0,0,5.2000001,41
"41.hunts32",3,FALSE,"hunts32",0,0,3.7,41
"42.heinz28",4,FALSE,"heinz28",0,0,5.2000001,42
"42.heinz32",4,TRUE,"heinz32",0,0,2.8000001,42
"42.heinz41",4,FALSE,"heinz41",0,0,4.6,42
"42.hunts32",4,FALSE,"hunts32",0,0,3.5,42
"43.heinz28",4,FALSE,"heinz28",0,0,4.6999998,43
"43.heinz32",4,FALSE,"heinz32",0,0,2.9999999,43
"43.heinz41",4,TRUE,"heinz41",0,0,4.1999999,43
"43.hunts32",4,FALSE,"hunts32",0,0,3.4000002,43
"44.heinz28",4,TRUE,"heinz28",0,0,3.5,44
"44.heinz32",4,FALSE,"heinz32",1,0,2.8000001,44
"44.heinz41",4,FALSE,"heinz41",0,0,5.0000001,44
"44.hunts32",4,FALSE,"hunts32",0,0,2.9999999,44
"45.heinz28",4,FALSE,"heinz28",0,0,4.3000001,45
"45.heinz32",4,TRUE,"heinz32",0,0,3.4000002,45
"45.heinz41",4,FALSE,"heinz41",0,0,4.1999999,45
"45.hunts32",4,FALSE,"hunts32",0,0,3.0999999,45
"46.heinz28",4,TRUE,"heinz28",1,0,3.9000001,46
"46.heinz32",4,FALSE,"heinz32",0,0,3.4000002,46
"46.heinz41",4,FALSE,"heinz41",0,0,5.0000001,46
"46.hunts32",4,FALSE,"hunts32",0,0,3.0999999,46
"47.heinz28",4,FALSE,"heinz28",0,0,4.6999998,47
"47.heinz32",4,TRUE,"heinz32",0,0,3.4000002,47
"47.heinz41",4,FALSE,"heinz41",0,0,5.0000001,47
"47.hunts32",4,FALSE,"hunts32",0,0,3.0999999,47
"48.heinz28",4,FALSE,"heinz28",0,0,3.9000001,48
"48.heinz32",4,TRUE,"heinz32",0,0,3.4000002,48
"48.heinz41",4,FALSE,"heinz41",0,1,5.0000001,48
"48.hunts32",4,FALSE,"hunts32",0,0,3.5,48
"49.heinz28",4,TRUE,"heinz28",1,0,3.9000001,49
"49.heinz32",4,FALSE,"heinz32",0,0,3.7,49
"49.heinz41",4,FALSE,"heinz41",0,0,5.0000001,49
"49.hunts32",4,FALSE,"hunts32",0,0,3.7,49
"50.heinz28",4,FALSE,"heinz28",0,0,5.0000001,50
"50.heinz32",4,TRUE,"heinz32",0,0,3.2000002,50
"50.heinz41",4,FALSE,"heinz41",0,1,4.6,50
"50.hunts32",4,FALSE,"hunts32",0,0,4.1000001,50
"51.heinz28",5,FALSE,"heinz28",0,0,5.2000001,51
"51.heinz32",5,TRUE,"heinz32",0,0,2.8000001,51
"51.heinz41",5,FALSE,"heinz41",0,0,4.6,51
"51.hunts32",5,FALSE,"hunts32",0,0,3.5999998,51
"52.heinz28",5,FALSE,"heinz28",0,0,5.0000001,52
"52.heinz32",5,TRUE,"heinz32",0,0,3.4000002,52
"52.heinz41",5,FALSE,"heinz41",0,0,4.6,52
"52.hunts32",5,FALSE,"hunts32",0,0,3.9000001,52
"53.heinz28",5,FALSE,"heinz28",0,0,3.5,53
"53.heinz32",5,TRUE,"heinz32",0,0,2.9999999,53
"53.heinz41",5,FALSE,"heinz41",0,1,3.2000002,53
"53.hunts32",5,FALSE,"hunts32",0,0,2.8000001,53
"54.heinz28",5,FALSE,"heinz28",0,0,3.4000002,54
"54.heinz32",5,TRUE,"heinz32",0,0,3.4000002,54
"54.heinz41",5,FALSE,"heinz41",0,0,5.0000001,54
"54.hunts32",5,FALSE,"hunts32",0,0,2.8000001,54
"55.heinz28",5,FALSE,"heinz28",0,0,4.3000001,55
"55.heinz32",5,FALSE,"heinz32",0,0,2.9999999,55
"55.heinz41",5,TRUE,"heinz41",1,0,3.5,55
"55.hunts32",5,FALSE,"hunts32",0,0,2.9999999,55
"56.heinz28",6,FALSE,"heinz28",0,0,5.0000001,56
"56.heinz32",6,FALSE,"heinz32",0,0,3.4000002,56
"56.heinz41",6,FALSE,"heinz41",0,0,4.6,56
"56.hunts32",6,TRUE,"hunts32",0,0,3.3,56
"57.heinz28",6,FALSE,"heinz28",0,0,5.6000002,57
"57.heinz32",6,TRUE,"heinz32",0,0,3.4000002,57
"57.heinz41",6,FALSE,"heinz41",0,0,4.6,57
"57.hunts32",6,FALSE,"hunts32",0,0,3.7999999,57
"58.heinz28",6,FALSE,"heinz28",0,0,4.8,58
"58.heinz32",6,TRUE,"heinz32",0,0,3.0999999,58
"58.heinz41",6,FALSE,"heinz41",0,0,4.6,58
"58.hunts32",6,FALSE,"hunts32",0,0,4.4,58
"59.heinz28",6,FALSE,"heinz28",0,0,4.1999999,59
"59.heinz32",6,TRUE,"heinz32",0,0,3.0999999,59
"59.heinz41",6,FALSE,"heinz41",0,0,4.6,59
"59.hunts32",6,FALSE,"hunts32",0,0,3.7,59
"60.heinz28",6,FALSE,"heinz28",0,0,4.8999999,60
"60.heinz32",6,TRUE,"heinz32",0,0,3.0999999,60
"60.heinz41",6,FALSE,"heinz41",0,0,4.6,60
"60.hunts32",6,FALSE,"hunts32",0,1,3.5999998,60
"61.heinz28",6,FALSE,"heinz28",0,0,2.8999999,61
"61.heinz32",6,FALSE,"heinz32",0,0,2.7000001,61
"61.heinz41",6,FALSE,"heinz41",0,0,4.6999998,61
"61.hunts32",6,TRUE,"hunts32",0,1,3.5999998,61
"62.heinz28",6,FALSE,"heinz28",0,0,2.4,62
"62.heinz32",6,TRUE,"heinz32",0,0,2.7000001,62
"62.heinz41",6,FALSE,"heinz41",0,0,4.8,62
"62.hunts32",6,FALSE,"hunts32",0,1,3.5,62
"63.heinz28",6,TRUE,"heinz28",0,0,3.4000002,63
"63.heinz32",6,FALSE,"heinz32",0,0,2.7000001,63
"63.heinz41",6,FALSE,"heinz41",0,0,4.8,63
"63.hunts32",6,FALSE,"hunts32",0,0,3.3,63
"64.heinz28",6,FALSE,"heinz28",0,0,4.1000001,64
"64.heinz32",6,TRUE,"heinz32",0,0,2.7000001,64
"64.heinz41",6,FALSE,"heinz41",0,0,4.8999999,64
"64.hunts32",6,FALSE,"hunts32",0,0,3.5,64
"65.heinz28",6,FALSE,"heinz28",0,0,4.1000001,65
"65.heinz32",6,TRUE,"heinz32",0,1,1.2,65
"65.heinz41",6,FALSE,"heinz41",0,0,4.6,65
"65.hunts32",6,FALSE,"hunts32",0,0,3.5,65
"66.heinz28",6,FALSE,"heinz28",0,0,4.1999999,66
"66.heinz32",6,TRUE,"heinz32",0,0,3.0999999,66
"66.heinz41",6,FALSE,"heinz41",0,0,4.6,66
"66.hunts32",6,FALSE,"hunts32",0,0,4.1999999,66
"67.heinz28",6,FALSE,"heinz28",0,0,4.1999999,67
"67.heinz32",6,TRUE,"heinz32",0,0,3.0999999,67
"67.heinz41",6,FALSE,"heinz41",0,0,5.0000001,67
"67.hunts32",6,FALSE,"hunts32",0,0,3.5,67
"68.heinz28",6,FALSE,"heinz28",0,0,4.1999999,68
"68.heinz32",6,TRUE,"heinz32",0,0,3.7,68
"68.heinz41",6,FALSE,"heinz41",0,0,4.6,68
"68.hunts32",6,FALSE,"hunts32",0,0,3.5,68
"69.heinz28",6,FALSE,"heinz28",0,0,4.6999998,69
"69.heinz32",6,FALSE,"heinz32",0,0,3.7,69
"69.heinz41",6,FALSE,"heinz41",0,0,4.8,69
"69.hunts32",6,TRUE,"hunts32",0,0,3.5,69
"70.heinz28",6,FALSE,"heinz28",0,0,4.6999998,70
"70.heinz32",6,TRUE,"heinz32",0,0,1.5,70
"70.heinz41",6,FALSE,"heinz41",0,0,5.0000001,70
"70.hunts32",6,FALSE,"hunts32",0,0,3.5,70
"71.heinz28",7,FALSE,"heinz28",0,0,3.7999999,71
"71.heinz32",7,TRUE,"heinz32",0,0,2.9999999,71
"71.heinz41",7,FALSE,"heinz41",0,0,4.6,71
"71.hunts32",7,FALSE,"hunts32",1,0,2.8000001,71
"72.heinz28",7,FALSE,"heinz28",0,0,3.5,72
"72.heinz32",7,TRUE,"heinz32",0,0,2.9999999,72
"72.heinz41",7,FALSE,"heinz41",0,1,3.2000002,72
"72.hunts32",7,FALSE,"hunts32",0,0,2.8000001,72
"73.heinz28",7,FALSE,"heinz28",0,0,4.1999999,73
"73.heinz32",7,TRUE,"heinz32",0,0,3.0999999,73
"73.heinz41",7,FALSE,"heinz41",0,0,4.6,73
"73.hunts32",7,FALSE,"hunts32",0,0,4.1999999,73
"74.heinz28",7,FALSE,"heinz28",0,0,5.0000001,74
"74.heinz32",7,FALSE,"heinz32",0,0,3.5999998,74
"74.heinz41",7,FALSE,"heinz41",0,0,5.0000001,74
"74.hunts32",7,TRUE,"hunts32",1,0,2.5,74
"75.heinz28",7,FALSE,"heinz28",0,0,4.5000002,75
"75.heinz32",7,TRUE,"heinz32",0,0,2.1,75
"75.heinz41",7,FALSE,"heinz41",0,0,4.4,75
"75.hunts32",7,FALSE,"hunts32",0,0,3.4000002,75
"76.heinz28",8,FALSE,"heinz28",0,0,5.2000001,76
"76.heinz32",8,TRUE,"heinz32",0,0,3.7,76
"76.heinz41",8,FALSE,"heinz41",0,0,4.6,76
"76.hunts32",8,FALSE,"hunts32",0,0,3.4000002,76
"77.heinz28",8,FALSE,"heinz28",0,0,4.8,77
"77.heinz32",8,TRUE,"heinz32",0,0,3.4000002,77
"77.heinz41",8,FALSE,"heinz41",0,0,4.6,77
"77.hunts32",8,FALSE,"hunts32",0,0,3.7,77
"78.heinz28",8,FALSE,"heinz28",0,0,4.6999998,78
"78.heinz32",8,TRUE,"heinz32",0,0,2.9999999,78
"78.heinz41",8,FALSE,"heinz41",0,0,5.0000001,78
"78.hunts32",8,FALSE,"hunts32",0,0,3.0999999,78
"79.heinz28",8,FALSE,"heinz28",0,0,4.6999998,79
"79.heinz32",8,TRUE,"heinz32",0,0,2.9999999,79
"79.heinz41",8,FALSE,"heinz41",0,0,5.0000001,79
"79.hunts32",8,FALSE,"hunts32",0,0,2.9999999,79
"80.heinz28",8,FALSE,"heinz28",0,0,4.3000001,80
"80.heinz32",8,TRUE,"heinz32",0,0,2.9999999,80
"80.heinz41",8,FALSE,"heinz41",1,0,3.5,80
"80.hunts32",8,FALSE,"hunts32",0,0,2.9999999,80
"81.heinz28",8,FALSE,"heinz28",0,1,4.6999998,81
"81.heinz32",8,TRUE,"heinz32",0,0,2.5,81
"81.heinz41",8,FALSE,"heinz41",0,0,5.0000001,81
"81.hunts32",8,FALSE,"hunts32",0,0,3.0999999,81
"82.heinz28",8,FALSE,"heinz28",1,0,4.6999998,82
"82.heinz32",8,TRUE,"heinz32",0,0,3.4000002,82
"82.heinz41",8,FALSE,"heinz41",0,0,4.6,82
"82.hunts32",8,FALSE,"hunts32",0,0,3.0999999,82
"83.heinz28",8,FALSE,"heinz28",0,0,4.6999998,83
"83.heinz32",8,TRUE,"heinz32",0,0,3.0999999,83
"83.heinz41",8,FALSE,"heinz41",0,0,5.0000001,83
"83.hunts32",8,FALSE,"hunts32",0,0,3.0999999,83
"84.heinz28",8,FALSE,"heinz28",0,0,5.0000001,84
"84.heinz32",8,TRUE,"heinz32",0,0,3.4000002,84
"84.heinz41",8,FALSE,"heinz41",0,0,5.0000001,84
"84.hunts32",8,FALSE,"hunts32",0,0,3.4000002,84
"85.heinz28",8,FALSE,"heinz28",0,0,5.0000001,85
"85.heinz32",8,TRUE,"heinz32",0,0,3.7,85
"85.heinz41",8,FALSE,"heinz41",0,0,5.0000001,85
"85.hunts32",8,FALSE,"hunts32",0,0,3.4000002,85
"86.heinz28",8,FALSE,"heinz28",0,0,4.6,86
"86.heinz32",8,TRUE,"heinz32",0,0,3.7,86
"86.heinz41",8,FALSE,"heinz41",0,0,5.0000001,86
"86.hunts32",8,FALSE,"hunts32",1,0,2.8000001,86
"87.heinz28",9,FALSE,"heinz28",0,0,5.2000001,87
"87.heinz32",9,TRUE,"heinz32",0,0,2.8000001,87
"87.heinz41",9,FALSE,"heinz41",0,0,4.6,87
"87.hunts32",9,FALSE,"hunts32",0,0,3.5999998,87
"88.heinz28",9,TRUE,"heinz28",0,0,1.7000001,88
"88.heinz32",9,FALSE,"heinz32",0,0,3.0999999,88
"88.heinz41",9,FALSE,"heinz41",0,0,4.6,88
"88.hunts32",9,FALSE,"hunts32",0,1,3.5999998,88
"89.heinz28",9,TRUE,"heinz28",0,0,2.1,89
"89.heinz32",9,FALSE,"heinz32",0,0,2.9999999,89
"89.heinz41",9,FALSE,"heinz41",0,0,4.8999999,89
"89.hunts32",9,FALSE,"hunts32",0,0,3.5,89
"90.heinz28",9,FALSE,"heinz28",0,0,4.1999999,90
"90.heinz32",9,TRUE,"heinz32",0,0,1.7999999,90
"90.heinz41",9,FALSE,"heinz41",0,0,4.1999999,90
"90.hunts32",9,FALSE,"hunts32",0,0,3.0999999,90
"91.heinz28",9,FALSE,"heinz28",0,0,4.1000001,91
"91.heinz32",9,TRUE,"heinz32",0,1,2.4,91
"91.heinz41",9,FALSE,"heinz41",0,0,4.6,91
"91.hunts32",9,FALSE,"hunts32",0,0,3.5,91
"92.heinz28",9,FALSE,"heinz28",0,0,4.6,92
"92.heinz32",9,TRUE,"heinz32",0,0,2.2,92
"92.heinz41",9,FALSE,"heinz41",1,0,4.1999999,92
"92.hunts32",9,FALSE,"hunts32",0,0,3.0999999,92
"93.heinz28",9,TRUE,"heinz28",1,0,3.9000001,93
"93.heinz32",9,FALSE,"heinz32",0,0,3.7,93
"93.heinz41",9,FALSE,"heinz41",0,0,5.0000001,93
"93.hunts32",9,FALSE,"hunts32",0,0,3.7,93
"94.heinz28",9,FALSE,"heinz28",0,0,4.1999999,94
"94.heinz32",9,TRUE,"heinz32",0,0,2.2,94
"94.heinz41",9,FALSE,"heinz41",0,0,4.4,94
"94.hunts32",9,FALSE,"hunts32",0,0,3.4000002,94
"95.heinz28",10,FALSE,"heinz28",0,0,5.0000001,95
"95.heinz32",10,TRUE,"heinz32",0,0,2.5,95
"95.heinz41",10,FALSE,"heinz41",0,0,4.6,95
"95.hunts32",10,FALSE,"hunts32",0,0,3.4000002,95
"96.heinz28",10,FALSE,"heinz28",0,0,5.2000001,96
"96.heinz32",10,FALSE,"heinz32",0,0,3.7,96
"96.heinz41",10,FALSE,"heinz41",0,0,4.6,96
"96.hunts32",10,TRUE,"hunts32",0,0,2.6000001,96
"97.heinz28",10,TRUE,"heinz28",1,0,3.9000001,97
"97.heinz32",10,FALSE,"heinz32",0,0,3.7,97
"97.heinz41",10,FALSE,"heinz41",0,1,5.0000001,97
"97.hunts32",10,FALSE,"hunts32",0,0,3.4000002,97
"98.heinz28",10,FALSE,"heinz28",0,0,4.6999998,98
"98.heinz32",10,TRUE,"heinz32",1,0,2.8000001,98
"98.heinz41",10,FALSE,"heinz41",0,0,5.0000001,98
"98.hunts32",10,FALSE,"hunts32",0,0,2.9999999,98
"99.heinz28",10,FALSE,"heinz28",0,0,4.1000001,99
"99.heinz32",10,TRUE,"heinz32",0,0,2.9999999,99
"99.heinz41",10,FALSE,"heinz41",0,0,5.0000001,99
"99.hunts32",10,FALSE,"hunts32",0,0,2.9999999,99
"100.heinz28",10,FALSE,"heinz28",0,0,4.6999998,100
"100.heinz32",10,FALSE,"heinz32",0,0,3.0999999,100
"100.heinz41",10,TRUE,"heinz41",0,0,3.4000002,100
"100.hunts32",10,FALSE,"hunts32",0,0,3.0999999,100
"101.heinz28",10,FALSE,"heinz28",0,0,4.5000002,101
"101.heinz32",10,FALSE,"heinz32",0,0,3.4000002,101
"101.heinz41",10,FALSE,"heinz41",0,0,5.0000001,101
"101.hunts32",10,TRUE,"hunts32",0,0,2.8000001,101
"102.heinz28",10,FALSE,"heinz28",0,0,5.0000001,102
"102.heinz32",10,TRUE,"heinz32",0,0,3.4000002,102
"102.heinz41",10,FALSE,"heinz41",0,0,5.0000001,102
"102.hunts32",10,FALSE,"hunts32",0,0,3.4000002,102
"103.heinz28",10,FALSE,"heinz28",0,0,4.3000001,103
"103.heinz32",10,FALSE,"heinz32",0,0,3.7,103
"103.heinz41",10,FALSE,"heinz41",0,0,5.0000001,103
"103.hunts32",10,TRUE,"hunts32",0,0,2.9999999,103
"104.heinz28",10,TRUE,"heinz28",0,0,3.9000001,104
"104.heinz32",10,FALSE,"heinz32",0,0,3.7,104
"104.heinz41",10,FALSE,"heinz41",0,0,5.0000001,104
"104.hunts32",10,FALSE,"hunts32",0,0,3.7,104
"105.heinz28",10,TRUE,"heinz28",0,0,3.5999998,105
"105.heinz32",10,FALSE,"heinz32",0,0,3.7,105
"105.heinz41",10,FALSE,"heinz41",0,0,5.2000001,105
"105.hunts32",10,FALSE,"hunts32",0,0,3.7,105
"106.heinz28",11,FALSE,"heinz28",0,0,4.6,106
"106.heinz32",11,TRUE,"heinz32",0,0,3.3,106
"106.heinz41",11,FALSE,"heinz41",0,0,4.6,106
"106.hunts32",11,FALSE,"hunts32",0,0,4.8,106
"107.heinz28",11,FALSE,"heinz28",0,0,5.4000001,107
"107.heinz32",11,TRUE,"heinz32",0,0,3.4000002,107
"107.heinz41",11,FALSE,"heinz41",0,0,4.6,107
"107.hunts32",11,FALSE,"hunts32",0,0,4.1000001,107
"108.heinz28",11,FALSE,"heinz28",0,0,5.6000002,108
"108.heinz32",11,TRUE,"heinz32",0,0,3.4000002,108
"108.heinz41",11,FALSE,"heinz41",0,0,4.6,108
